ID,0,1
ID_1,0.8419732153613159,0.15802678463868416
ID_2,0.5900596726675906,0.40994032733240937
ID_3,0.11955318194470244,0.8804468180552976
ID_4,0.38792658238548217,0.6120734176145178
ID_5,0.24953658947043766,0.7504634105295623
ID_6,0.5140334207108628,0.4859665792891373
ID_7,0.6696195425013329,0.330380457498667
ID_8,0.8004950791382031,0.19950492086179689
ID_9,0.4703700954461544,0.5296299045538456
ID_10,0.7083531614116314,0.29164683858836854
ID_11,0.6772197402731297,0.32278025972687024
ID_12,0.2864394090401202,0.7135605909598798
ID_13,0.4610922538763228,0.5389077461236772
ID_14,0.6744570974173991,0.3255429025826009
ID_15,0.8018966986843816,0.19810330131561843
ID_16,0.2854976447773169,0.7145023552226831
ID_17,0.34273707799745046,0.6572629220025495
ID_18,0.6611712174909459,0.3388287825090542
ID_19,0.2318687705492024,0.7681312294507976
ID_20,0.7008264610061343,0.2991735389938657
ID_21,0.43703052635853334,0.5629694736414667
ID_22,0.38626906224374324,0.6137309377562568
ID_23,0.4357857761076591,0.5642142238923409
ID_24,0.5988603615483372,0.40113963845166273
ID_25,0.7813423622731391,0.21865763772686084
ID_26,0.6305221326038669,0.3694778673961331
ID_27,0.42672228519482047,0.5732777148051795
ID_28,0.7343996955109475,0.26560030448905253
ID_29,0.5796612601625066,0.4203387398374933
ID_30,0.32541886242534546,0.6745811375746545
ID_31,0.6550645608437128,0.3449354391562872
ID_32,0.7740154543854622,0.22598454561453787
ID_33,0.608401682531019,0.391598317468981
ID_34,0.639118378936083,0.3608816210639169
ID_35,0.31642336628984413,0.6835766337101559
ID_36,0.09257064099606394,0.9074293590039361
ID_37,0.6284253243531704,0.37157467564682956
ID_38,0.4655706642085895,0.5344293357914105
ID_39,0.22470778062767494,0.7752922193723251
ID_40,0.11726555903646962,0.8827344409635304
ID_41,0.31254834693229006,0.68745165306771
ID_42,0.3059336539161571,0.6940663460838429
ID_43,0.35570485720136924,0.6442951427986308
ID_44,0.7157647406210252,0.2842352593789747
ID_45,0.6655337789871913,0.3344662210128086
ID_46,0.812714251486716,0.18728574851328395
ID_47,0.21892119610721295,0.781078803892787
ID_48,0.4531998603453832,0.5468001396546168
ID_49,0.34132865498116494,0.6586713450188351
ID_50,0.16617772449439938,0.8338222755056006
ID_51,0.5091467171605634,0.49085328283943663
ID_52,0.4348028007409709,0.5651971992590291
ID_53,0.3887149205305941,0.6112850794694059
ID_54,0.5265515117446591,0.47344848825534097
ID_55,0.33275884171767367,0.6672411582823263
ID_56,0.2677962078485384,0.7322037921514616
ID_57,0.5696615551745382,0.4303384448254618
ID_58,0.6644582953330826,0.3355417046669174
ID_59,0.6155543064903555,0.38444569350964447
ID_60,0.694277135621548,0.305722864378452
ID_61,0.5157169503993775,0.4842830496006225
ID_62,0.726743600074523,0.273256399925477
ID_63,0.580744090733909,0.41925590926609096
ID_64,0.4553492251770328,0.5446507748229672
ID_65,0.1852867943491212,0.8147132056508788
ID_66,0.6457968877162082,0.35420311228379175
ID_67,0.8417467977513364,0.15825320224866354
ID_68,0.1527383376187551,0.8472616623812449
ID_69,0.23209592743723828,0.7679040725627617
ID_70,0.48024193537541826,0.5197580646245817
ID_71,0.8512392364353203,0.14876076356467977
ID_72,0.48447443026856374,0.5155255697314363
